Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      2.61     0.00   206988     0.00     0.00  std::vector<RNA*, std::allocator<RNA*> >::max_size() const
  0.00      2.61     0.00   206988     0.00     0.00  std::allocator<Organism>::~allocator()
  0.00      2.61     0.00   206988     0.00     0.00  std::_Vector_base<RNA*, std::allocator<RNA*> >::_M_get_Tp_allocator()
  0.00      2.61     0.00   206988     0.00     0.00  std::allocator_traits<std::allocator<RNA*> >::max_size(std::allocator<RNA*> const&)
  0.00      2.61     0.00   206988     0.00     0.00  std::vector<RNA*, std::allocator<RNA*> >::_S_max_size(std::allocator<RNA*> const&)
  0.00      2.61     0.00   206988     0.00     0.00  RNA** std::__niter_base<RNA**>(RNA**)
  0.00      2.61     0.00   204768     0.00     0.00  std::_Vector_base<Protein*, std::allocator<Protein*> >::_M_get_Tp_allocator()
  0.00      2.61     0.00   204556     0.00     0.00  MutationEvent* const& std::forward<MutationEvent* const&>(std::remove_reference<MutationEvent* const&>::type&)
  0.00      2.61     0.00   204028     0.00     0.00  std::_Vector_base<Protein*, std::allocator<Protein*> >::_M_get_Tp_allocator() const
  0.00      2.61     0.00   204028     0.00     0.00  std::vector<Protein*, std::allocator<Protein*> >::max_size() const
  0.00      2.61     0.00   204028     0.00     0.00  std::allocator_traits<std::allocator<Protein*> >::max_size(std::allocator<Protein*> const&)
  0.00      2.61     0.00   204028     0.00     0.00  std::vector<Protein*, std::allocator<Protein*> >::_S_max_size(std::allocator<Protein*> const&)
  0.00      2.61     0.00   204028     0.00     0.00  Protein** std::__niter_base<Protein**>(Protein**)
  0.00      2.61     0.00   196395     0.00     0.00  std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_begin()
  0.00      2.61     0.00   169731     0.00     0.00  __gnu_cxx::new_allocator<int>::max_size() const
  0.00      2.61     0.00   167793     0.00     0.00  std::_Rb_tree_const_iterator<std::pair<int const, signed char> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<int const, signed char> > const&)
  0.00      2.61     0.00   159331     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      2.61     0.00   157895     0.00     0.00  __gnu_cxx::__aligned_membuf<std::pair<int const, Protein*> >::_M_ptr()
  0.00      2.61     0.00   157895     0.00     0.00  __gnu_cxx::__aligned_membuf<std::pair<int const, Protein*> >::_M_addr()
  0.00      2.61     0.00   157895     0.00     0.00  std::_Rb_tree_node<std::pair<int const, Protein*> >::_M_valptr()
  0.00      2.61     0.00   155241     0.00     0.00  __gnu_cxx::new_allocator<Organism>::new_allocator(__gnu_cxx::new_allocator<Organism> const&)
  0.00      2.61     0.00   155241     0.00     0.00  __gnu_cxx::__aligned_buffer<Organism>::_M_ptr()
  0.00      2.61     0.00   155241     0.00     0.00  __gnu_cxx::__aligned_buffer<Organism>::_M_addr()
  0.00      2.61     0.00   155241     0.00     0.00  std::allocator<Organism>::allocator(std::allocator<Organism> const&)
  0.00      2.61     0.00   155241     0.00     0.00  std::_Rb_tree_header::_Rb_tree_header()
  0.00      2.61     0.00   155241     0.00     0.00  std::_Rb_tree_key_compare<std::less<int> >::_Rb_tree_key_compare()
  0.00      2.61     0.00   155241     0.00     0.00  std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_M_ptr()
  0.00      2.61     0.00   155241     0.00     0.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_begin()
  0.00      2.61     0.00   155241     0.00     0.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_erase(std::_Rb_tree_node<int>*)
  0.00      2.61     0.00   154024     0.00     0.00  __gnu_cxx::__promote_2<int, int, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<int, int>(int, int)
  0.00      2.61     0.00   153417     0.00     0.00  __gnu_cxx::__aligned_membuf<MutationEvent*>::_M_ptr()
  0.00      2.61     0.00   153417     0.00     0.00  __gnu_cxx::__aligned_membuf<MutationEvent*>::_M_addr()
  0.00      2.61     0.00   153417     0.00     0.00  std::_List_node<MutationEvent*>::_M_valptr()
  0.00      2.61     0.00   136746     0.00     0.00  std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::end()
  0.00      2.61     0.00   129408     0.00     0.00  std::_Head_base<0ul, int const&, false>::_M_head(std::_Head_base<0ul, int const&, false>&)
  0.00      2.61     0.00   129408     0.00     0.00  std::_Head_base<0ul, int const&, false>::_Head_base(int const&)
  0.00      2.61     0.00   129408     0.00     0.00  std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&)
  0.00      2.61     0.00   118736     0.00     0.00  std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_rightmost()
  0.00      2.61     0.00   113154     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&)
  0.00      2.61     0.00   113154     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const
  0.00      2.61     0.00   113154     0.00     0.00  std::vector<int, std::allocator<int> >::max_size() const
  0.00      2.61     0.00   113154     0.00     0.00  std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&)
  0.00      2.61     0.00   113154     0.00     0.00  std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&)
  0.00      2.61     0.00   113154     0.00     0.00  std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&)
  0.00      2.61     0.00   113154     0.00     0.00  std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>)
  0.00      2.61     0.00   113154     0.00     0.00  std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>)
  0.00      2.61     0.00   113154     0.00     0.00  int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&)
  0.00      2.61     0.00   113154     0.00     0.00  std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&)
  0.00      2.61     0.00   108324     0.00     0.00  bool __gnu_cxx::operator!=<Protein**, std::vector<Protein*, std::allocator<Protein*> > >(__gnu_cxx::__normal_iterator<Protein**, std::vector<Protein*, std::allocator<Protein*> > > const&, __gnu_cxx::__normal_iterator<Protein**, std::vector<Protein*, std::allocator<Protein*> > > const&)
  0.00      2.61     0.00   105264     0.00     0.00  std::map<int, Protein*, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::end()
  0.00      2.61     0.00   105264     0.00     0.00  std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, Protein*> >*, std::_Rb_tree_node_base*, int const&)
  0.00      2.61     0.00   104114     0.00     0.00  std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::begin()
  0.00      2.61     0.00   103494     0.00     0.00  __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::new_allocator()
  0.00      2.61     0.00   103494     0.00     0.00  __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::~new_allocator()
  0.00      2.61     0.00   103494     0.00     0.00  __gnu_cxx::__normal_iterator<RNA**, std::vector<RNA*, std::allocator<RNA*> > >::__normal_iterator(RNA** const&)
  0.00      2.61     0.00   103494     0.00     0.00  __gnu_cxx::__normal_iterator<Protein**, std::vector<Protein*, std::allocator<Protein*> > >::__normal_iterator(Protein** const&)
  0.00      2.61     0.00   103494     0.00     0.00  std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::allocator<Organism>(std::allocator<Organism> const&)
  0.00      2.61     0.00   103494     0.00     0.00  std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::~allocator()
  0.00      2.61     0.00   103494     0.00     0.00  void std::_Destroy_aux<true>::__destroy<RNA**>(RNA**, RNA**)
  0.00      2.61     0.00   103494     0.00     0.00  std::_Vector_base<RNA*, std::allocator<RNA*> >::_M_deallocate(RNA**, unsigned long)
  0.00      2.61     0.00   103494     0.00     0.00  std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator()
  0.00      2.61     0.00   103494     0.00     0.00  std::_Sp_ebo_helper<0, std::allocator<Organism>, true>::_S_get(std::_Sp_ebo_helper<0, std::allocator<Organism>, true>&)
  0.00      2.61     0.00   103494     0.00     0.00  std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>*)
  0.00      2.61     0.00   103494     0.00     0.00  std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::~__allocated_ptr()
  0.00      2.61     0.00   103494     0.00     0.00  std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc()
  0.00      2.61     0.00   103494     0.00     0.00  std::set<int, std::less<int>, std::allocator<int> >::clear()
  0.00      2.61     0.00   103494     0.00     0.00  std::vector<RNA*, std::allocator<RNA*> >::_M_erase_at_end(RNA**)
  0.00      2.61     0.00   103494     0.00     0.00  std::vector<RNA*, std::allocator<RNA*> >::clear()
  0.00      2.61     0.00   103494     0.00     0.00  std::vector<Protein*, std::allocator<Protein*> >::_M_erase_at_end(Protein**)
  0.00      2.61     0.00   103494     0.00     0.00  std::vector<Protein*, std::allocator<Protein*> >::clear()
  0.00      2.61     0.00   103494     0.00     0.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::clear()
  0.00      2.61     0.00   103494     0.00     0.00  std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >* std::__addressof<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >&)
  0.00      2.61     0.00   103494     0.00     0.00  void std::_Destroy<RNA**>(RNA**, RNA**)
  0.00      2.61     0.00   103494     0.00     0.00  void std::_Destroy<RNA**, RNA*>(RNA**, RNA**, std::allocator<RNA*>&)
  0.00      2.61     0.00   102754     0.00     0.00  void std::_Destroy_aux<true>::__destroy<Protein**>(Protein**, Protein**)
  0.00      2.61     0.00   102754     0.00     0.00  std::_Vector_base<Protein*, std::allocator<Protein*> >::_M_deallocate(Protein**, unsigned long)
  0.00      2.61     0.00   102754     0.00     0.00  void std::_Destroy<Protein**>(Protein**, Protein**)
  0.00      2.61     0.00   102678     0.00     0.00  std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, signed char> >*)
  0.00      2.61     0.00   102278     0.00     0.00  std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_get_Node_allocator()
  0.00      2.61     0.00   101862     0.00     0.00  __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::__normal_iterator(char const* const&)
  0.00      2.61     0.00   101862     0.00     0.00  __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::base() const
  0.00      2.61     0.00   101862     0.00     0.00  std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_root()
  0.00      2.61     0.00   101862     0.00     0.00  __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > std::__miter_base<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >)
  0.00      2.61     0.00   101862     0.00     0.00  char const* std::__niter_base<char const*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >)
  0.00      2.61     0.00   101046     0.00     0.00  std::operator!=(std::_List_const_iterator<MutationEvent*> const&, std::_List_const_iterator<MutationEvent*> const&)
  0.00      2.61     0.00    99814     0.00     0.00  std::_List_const_iterator<MutationEvent*>::_List_const_iterator(std::__detail::_List_node_base const*)
  0.00      2.61     0.00    93507     0.00     0.00  std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::end()
  0.00      2.61     0.00    92693     0.00     0.00  std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, signed char> >*, std::_Rb_tree_node_base*, int const&)
  0.00      2.61     0.00    71851     0.00     0.00  std::operator==(std::_Rb_tree_iterator<std::pair<int const, signed char> > const&, std::_Rb_tree_iterator<std::pair<int const, signed char> > const&)
  0.00      2.61     0.00    66127     0.00     0.00  std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&)
  0.00      2.61     0.00    64704     0.00     0.00  std::_Tuple_impl<0ul, int const&>::_Tuple_impl(std::_Tuple_impl<0ul, int const&>&&)
  0.00      2.61     0.00    64704     0.00     0.00  std::_Tuple_impl<0ul, int const&>::_Tuple_impl(int const&)
  0.00      2.61     0.00    64704     0.00     0.00  std::tuple<int const&>::tuple(std::tuple<int const&>&&)
  0.00      2.61     0.00    64704     0.00     0.00  std::tuple<int const&>::tuple<void, true>(int const&)
  0.00      2.61     0.00    64704     0.00     0.00  int const& std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&)
